 "subject" , "predicate" , "object" ,
 "http://xlore.org/30km-womencross-country-skiing-albertville-1992" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/1145" ,
 "http://xlore.org/30km-womencross-country-skiing-albertville-1992" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子30公里集体出发" ,
 "http://xlore.org/30km-womencross-country-skiing-albertville-1992" , "http://www.w3.org/2000/01/rdf-schema#label" , "30km-women" ,
 "http://xlore.org/olympic/instance/271" , "http://xlore.org/olympic/property/5" , "6:14.60_5000m-men_2010" ,
 "http://xlore.org/olympic/instance/271" , "http://xlore.org/olympic/property/5" , "12:49.02_10000m-men_2014" ,
 "http://xlore.org/olympic/instance/271" , "http://xlore.org/olympic/property/5" , "6:09.76_mens-5000m_2018" ,
 "http://xlore.org/olympic/instance/271" , "http://xlore.org/olympic/property/5" , "6:16.40_5000m-men_2006" ,
 "http://xlore.org/olympic/instance/271" , "http://xlore.org/olympic/property/5" , "6:10.76_5000m-men_2014" ,
 "http://xlore.org/olympic/instance/271" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/271" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/271" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sven KRAMER" ,
 "http://xlore.org/olympic/instance/1933" , "http://xlore.org/olympic/property/5" , "1:36.47 ._slalom-women_1984" ,
 "http://xlore.org/olympic/instance/1933" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1933" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1933" , "http://www.w3.org/2000/01/rdf-schema#label" , "Paoletta MAGONI" ,
 "http://xlore.org/olympic/instance/106" , "http://xlore.org/olympic/property/5" , "38:35.4_skiathlon-7-5km-7-5km-women_2014" ,
 "http://xlore.org/olympic/instance/106" , "http://xlore.org/olympic/property/5" , "24:58.4_10km-women_2010" ,
 "http://xlore.org/olympic/instance/106" , "http://xlore.org/olympic/property/5" , "28:36.2_10km-women_2014" ,
 "http://xlore.org/olympic/instance/106" , "http://xlore.org/olympic/property/5" , "40:44.9_ladies-7-5km-7-5km-skiathlon_2018" ,
 "http://xlore.org/olympic/instance/106" , "http://xlore.org/olympic/property/5" , "25:20.8_ladies-10km-free_2018" ,
 "http://xlore.org/olympic/instance/106" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/106" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/106" , "http://www.w3.org/2000/01/rdf-schema#label" , "Charlotte KALLA" ,
 "http://xlore.org/olympic/instance/2226" , "http://xlore.org/olympic/property/5" , "1:16:27.03_20km-men_1972" ,
 "http://xlore.org/olympic/instance/2226" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2226" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2226" , "http://www.w3.org/2000/01/rdf-schema#label" , "Lars-Göran ARWIDSON" ,
 "http://xlore.org/olympic/instance/1494" , "http://xlore.org/olympic/property/5" , "7:11.14_5000m-women_1998" ,
 "http://xlore.org/olympic/instance/1494" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1494" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1494" , "http://www.w3.org/2000/01/rdf-schema#label" , "Lyudmila PROKASHEVA" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "_women_2018" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "3:38.52_mens-team-pursuit_2018" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "_5000m-relay-men_2006" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "_3000m-relay-women_2006" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "3:16.38_open-four-man_2018" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "4:06.387_ladies-3000m-relay_2018" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "4:12.793_3000m-relay-women_2002" ,
 "http://xlore.org/olympic/instance/71" , "http://xlore.org/olympic/property/5" , "3:40.85_team-pursuit-men_2014" ,
 "http://xlore.org/olympic/instance/71" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/71" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/71" , "http://www.w3.org/2000/01/rdf-schema#label" , "REPUBLIC OF KOREA" ,
 "http://xlore.org/mixed-team-relayluge-pyeongchang-2018" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/183" ,
 "http://xlore.org/mixed-team-relayluge-pyeongchang-2018" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/mixed-team-relayluge-pyeongchang-2018" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport9" ,
 "http://xlore.org/mixed-team-relayluge-pyeongchang-2018" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/115" ,
 "http://xlore.org/mixed-team-relayluge-pyeongchang-2018" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/70" ,
 "http://xlore.org/mixed-team-relayluge-pyeongchang-2018" , "http://www.w3.org/2000/01/rdf-schema#label" , 团体混合接力赛 ,
 "http://xlore.org/mixed-team-relayluge-pyeongchang-2018" , "http://www.w3.org/2000/01/rdf-schema#label" , "mixed-team-relay" ,
 "http://xlore.org/relay-4x5km-womencross-country-skiing-salt-lake-city-2002" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/72" ,
 "http://xlore.org/relay-4x5km-womencross-country-skiing-salt-lake-city-2002" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/relay-4x5km-womencross-country-skiing-salt-lake-city-2002" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport4" ,
 "http://xlore.org/relay-4x5km-womencross-country-skiing-salt-lake-city-2002" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/50" ,
 "http://xlore.org/relay-4x5km-womencross-country-skiing-salt-lake-city-2002" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/70" ,
 "http://xlore.org/relay-4x5km-womencross-country-skiing-salt-lake-city-2002" , "http://www.w3.org/2000/01/rdf-schema#label" , "relay-4x5km-women" ,
 "http://xlore.org/relay-4x5km-womencross-country-skiing-salt-lake-city-2002" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子4x5公里接力赛" ,
 "http://xlore.org/ladies-slopestylesnowboard-pyeongchang-2018" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/252" ,
 "http://xlore.org/ladies-slopestylesnowboard-pyeongchang-2018" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport14" ,
 "http://xlore.org/ladies-slopestylesnowboard-pyeongchang-2018" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/ladies-slopestylesnowboard-pyeongchang-2018" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/251" ,
 "http://xlore.org/ladies-slopestylesnowboard-pyeongchang-2018" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/250" ,
 "http://xlore.org/ladies-slopestylesnowboard-pyeongchang-2018" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子坡面障碍技巧 ,
 "http://xlore.org/ladies-slopestylesnowboard-pyeongchang-2018" , "http://www.w3.org/2000/01/rdf-schema#label" , "ladies-slopestyle" ,
 "http://xlore.org/olympic/instance/1238" , "http://xlore.org/olympic/property/5" , "00:01:42.01_individual-men_2002" ,
 "http://xlore.org/olympic/instance/1238" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1238" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1238" , "http://www.w3.org/2000/01/rdf-schema#label" , "Martin RETTL" ,
 "http://xlore.org/olympic/instance/2836" , "http://xlore.org/olympic/property/5" , "110.3_normal-hill-individual-men_1932" ,
 "http://xlore.org/olympic/instance/2836" , "http://xlore.org/olympic/property/5" , "115.5_normal-hill-individual-men_1936" ,
 "http://xlore.org/olympic/instance/2836" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2836" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2836" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sven ERIKSSON" ,
 "http://xlore.org/slalom-womenalpine-skiing-salt-lake-city-2002" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/825" ,
 "http://xlore.org/slalom-womenalpine-skiing-salt-lake-city-2002" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport1" ,
 "http://xlore.org/slalom-womenalpine-skiing-salt-lake-city-2002" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/slalom-womenalpine-skiing-salt-lake-city-2002" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/1088" ,
 "http://xlore.org/slalom-womenalpine-skiing-salt-lake-city-2002" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/826" ,
 "http://xlore.org/slalom-womenalpine-skiing-salt-lake-city-2002" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子回转 ,
 "http://xlore.org/slalom-womenalpine-skiing-salt-lake-city-2002" , "http://www.w3.org/2000/01/rdf-schema#label" , "slalom-women" ,
 "http://xlore.org/individual-mennordic-combined-cortina-d-ampezzo-1956" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/2652" ,
 "http://xlore.org/individual-mennordic-combined-cortina-d-ampezzo-1956" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/individual-mennordic-combined-cortina-d-ampezzo-1956" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport10" ,
 "http://xlore.org/individual-mennordic-combined-cortina-d-ampezzo-1956" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/2651" ,
 "http://xlore.org/individual-mennordic-combined-cortina-d-ampezzo-1956" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/2650" ,
 "http://xlore.org/individual-mennordic-combined-cortina-d-ampezzo-1956" , "http://www.w3.org/2000/01/rdf-schema#label" , 男子个人赛 ,
 "http://xlore.org/individual-mennordic-combined-cortina-d-ampezzo-1956" , "http://www.w3.org/2000/01/rdf-schema#label" , "individual-men" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-vancouver-2010" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/771" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-vancouver-2010" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport14" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-vancouver-2010" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-vancouver-2010" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/770" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-vancouver-2010" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/769" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-vancouver-2010" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子平行大回转 ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-vancouver-2010" , "http://www.w3.org/2000/01/rdf-schema#label" , "giant-parallel-slalom-women" ,
 "http://xlore.org/olympic/instance/1508" , "http://xlore.org/olympic/property/5" , "2:06.37_giant-slalom-men_1988" ,
 "http://xlore.org/olympic/instance/1508" , "http://xlore.org/olympic/property/5" , "2:02.17_slalom-men_1994" ,
 "http://xlore.org/olympic/instance/1508" , "http://xlore.org/olympic/property/5" , "2:06.98_giant-slalom-men_1992" ,
 "http://xlore.org/olympic/instance/1508" , "http://xlore.org/olympic/property/5" , "51.66_slalom-men_1992" ,
 "http://xlore.org/olympic/instance/1508" , "http://xlore.org/olympic/property/5" , "47.85_slalom-men_1988" ,
 "http://xlore.org/olympic/instance/1508" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1508" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1508" , "http://www.w3.org/2000/01/rdf-schema#label" , "Alberto TOMBA" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-nagano-1998" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/75" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-nagano-1998" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-nagano-1998" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport11" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-nagano-1998" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/134" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-nagano-1998" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/502" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-nagano-1998" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子3000米接力赛" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-nagano-1998" , "http://www.w3.org/2000/01/rdf-schema#label" , "3000m-relay-women" ,
 "http://xlore.org/half-pipe-womensnowboard-vancouver-2010" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/549" ,
 "http://xlore.org/half-pipe-womensnowboard-vancouver-2010" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport14" ,
 "http://xlore.org/half-pipe-womensnowboard-vancouver-2010" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/half-pipe-womensnowboard-vancouver-2010" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/773" ,
 "http://xlore.org/half-pipe-womensnowboard-vancouver-2010" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/548" ,
 "http://xlore.org/half-pipe-womensnowboard-vancouver-2010" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子U型池" ,
 "http://xlore.org/half-pipe-womensnowboard-vancouver-2010" , "http://www.w3.org/2000/01/rdf-schema#label" , "half-pipe-women" ,
 "http://xlore.org/olympic/instance/1448" , "http://xlore.org/olympic/property/5" , "260.8_large-hill-individual-men_1998" ,
 "http://xlore.org/olympic/instance/1448" , "http://xlore.org/olympic/property/5" , "234.5_normal-hill-individual-men_1998" ,
 "http://xlore.org/olympic/instance/1448" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1448" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1448" , "http://www.w3.org/2000/01/rdf-schema#label" , "Jani SOININEN" ,
 "http://xlore.org/normal-hill-individual-menski-jumping-calgary-1988" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/1884" ,
 "http://xlore.org/normal-hill-individual-menski-jumping-calgary-1988" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/normal-hill-individual-menski-jumping-calgary-1988" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport13" ,
 "http://xlore.org/normal-hill-individual-menski-jumping-calgary-1988" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/1883" ,
 "http://xlore.org/normal-hill-individual-menski-jumping-calgary-1988" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/1882" ,
 "http://xlore.org/normal-hill-individual-menski-jumping-calgary-1988" , "http://www.w3.org/2000/01/rdf-schema#label" , "normal-hill-individual-men" ,
 "http://xlore.org/normal-hill-individual-menski-jumping-calgary-1988" , "http://www.w3.org/2000/01/rdf-schema#label" , 普通台男子单人 ,
 "http://xlore.org/olympic/instance/95" , "http://xlore.org/olympic/property/5" , "2:32.07_sprint-15km-women_2014" ,
 "http://xlore.org/olympic/instance/95" , "http://xlore.org/olympic/property/5" , "3:06.87_ladies-sprint-classic_2018" ,
 "http://xlore.org/olympic/instance/95" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/95" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/95" , "http://www.w3.org/2000/01/rdf-schema#label" , "Maiken Caspersen FALLA" ,
 "http://xlore.org/olympic/instance/1737" , "http://xlore.org/olympic/property/5" , "1:36.28_1000m-men_1992" ,
 "http://xlore.org/olympic/instance/1737" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1737" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1737" , "http://www.w3.org/2000/01/rdf-schema#label" , "Mark LACKIE" ,
 "http://xlore.org/olympic/instance/1268" , "http://xlore.org/olympic/property/5" , "00:06:14.66_5000m-men_2002" ,
 "http://xlore.org/olympic/instance/1268" , "http://xlore.org/olympic/property/5" , "00:01:44.57_1500m-men_2002" ,
 "http://xlore.org/olympic/instance/1268" , "http://xlore.org/olympic/property/5" , "00:12:58.92_10000m-men_2002" ,
 "http://xlore.org/olympic/instance/1268" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1268" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1268" , "http://www.w3.org/2000/01/rdf-schema#label" , "Jochem UYTDEHAAGE" ,
 "http://xlore.org/olympic/instance/298" , "http://xlore.org/olympic/property/5" , "6:50.23_ladies-5000m_2018" ,
 "http://xlore.org/olympic/instance/298" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/298" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/298" , "http://www.w3.org/2000/01/rdf-schema#label" , "Esmee VISSER" ,
 "http://xlore.org/olympic/instance/190" , "http://xlore.org/olympic/property/5" , "23:52.5_mens-individual-gundersen-lh-10km_2018" ,
 "http://xlore.org/olympic/instance/190" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/190" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/190" , "http://www.w3.org/2000/01/rdf-schema#label" , "Johannes RYDZEK" ,
 "http://xlore.org/olympic/instance/2204" , "http://xlore.org/olympic/property/5" , "3:10.75_giant-slalom-men_1972" ,
 "http://xlore.org/olympic/instance/2204" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2204" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2204" , "http://www.w3.org/2000/01/rdf-schema#label" , "Edmund BRUGGMANN" ,
 "http://xlore.org/olympic/instance/2727" , "http://xlore.org/olympic/property/5" , "8:22.4_5000m-men_1952" ,
 "http://xlore.org/olympic/instance/2727" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2727" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2727" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sverre HAUGLI" ,
 "http://xlore.org/1500m-womenspeed-skating-sarajevo-1984" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/2016" ,
 "http://xlore.org/1500m-womenspeed-skating-sarajevo-1984" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/1500m-womenspeed-skating-sarajevo-1984" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport15" ,
 "http://xlore.org/1500m-womenspeed-skating-sarajevo-1984" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/1907" ,
 "http://xlore.org/1500m-womenspeed-skating-sarajevo-1984" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/1910" ,
 "http://xlore.org/1500m-womenspeed-skating-sarajevo-1984" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子1500米" ,
 "http://xlore.org/1500m-womenspeed-skating-sarajevo-1984" , "http://www.w3.org/2000/01/rdf-schema#label" , "1500m-women" ,
 "http://xlore.org/olympic/instance/492" , "http://xlore.org/olympic/property/5" , "1:25.325_1000m-men_2014" ,
 "http://xlore.org/olympic/instance/492" , "http://xlore.org/olympic/property/5" , "41.312_500m-men_2014" ,
 "http://xlore.org/olympic/instance/492" , "http://xlore.org/olympic/property/5" , "2:15.062_1500m-men_2014" ,
 "http://xlore.org/olympic/instance/492" , "http://xlore.org/olympic/property/5" , "_500m-men_2006" ,
 "http://xlore.org/olympic/instance/492" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/492" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/492" , "http://www.w3.org/2000/01/rdf-schema#label" , "Victor AN" ,
 "http://xlore.org/two-woman-womenbobsleigh-vancouver-2010" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/74" ,
 "http://xlore.org/two-woman-womenbobsleigh-vancouver-2010" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/two-woman-womenbobsleigh-vancouver-2010" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport3" ,
 "http://xlore.org/two-woman-womenbobsleigh-vancouver-2010" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/75" ,
 "http://xlore.org/two-woman-womenbobsleigh-vancouver-2010" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/75" ,
 "http://xlore.org/two-woman-womenbobsleigh-vancouver-2010" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子双人座 ,
 "http://xlore.org/two-woman-womenbobsleigh-vancouver-2010" , "http://www.w3.org/2000/01/rdf-schema#label" , "two-woman-women" ,
 "http://xlore.org/team-mixedfigure-skating-sochi-2014" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/100" ,
 "http://xlore.org/team-mixedfigure-skating-sochi-2014" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/team-mixedfigure-skating-sochi-2014" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport6" ,
 "http://xlore.org/team-mixedfigure-skating-sochi-2014" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/115" ,
 "http://xlore.org/team-mixedfigure-skating-sochi-2014" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/367" ,
 "http://xlore.org/team-mixedfigure-skating-sochi-2014" , "http://www.w3.org/2000/01/rdf-schema#label" , "team-mixed" ,
 "http://xlore.org/team-mixedfigure-skating-sochi-2014" , "http://www.w3.org/2000/01/rdf-schema#label" , 混合团队接力滑 ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:40:52.7_relay-4x10km-men_1992" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:05.21_two-man-men_1964" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:36.769_doubles-mixed_1994" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:34.930_doubles-mixed_2006" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "3:44.46_team-pursuit-men_2006" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1h43:45.7_relay-4x10km-men_2006" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "5:30.14_twoman-men_1956" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "04:34.46_3000m-relay-women_1994" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:36.720_doubles-mixed_1994" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:42.87_doubles-mixed_1964" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:19.606_doubles-mixed_1980" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:32.298_doubles-mixed_1992" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "4:05.918_ladies-3000m-relay_2018" ,
 "http://xlore.org/olympic/instance/51" , "http://xlore.org/olympic/property/5" , "1:03.83_four-man-men_1964" ,
